image_path,prob,class
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x2601_y1651_class0.png,0.00010932308214250952,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x601_y1551_class0.png,0.0005378764471970499,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1501_y751_class0.png,0.9527941942214966,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1251_y1251_class0.png,0.46807634830474854,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1301_y1251_class0.png,0.5635881423950195,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x101_y1151_class0.png,0.0003726376744452864,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x651_y51_class0.png,0.055310651659965515,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1151_y1351_class0.png,0.47448277473449707,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1201_y1551_class0.png,0.00309338653460145,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x2251_y1901_class0.png,0.00048311834689229727,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x2001_y1851_class0.png,0.001426959759555757,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1301_y1351_class0.png,0.938010573387146,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x451_y1001_class0.png,0.0006474657566286623,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1101_y251_class0.png,0.10851917415857315,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1051_y801_class0.png,0.9415467381477356,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x551_y201_class0.png,0.07800789922475815,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x801_y151_class0.png,0.038610927760601044,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x801_y251_class0.png,0.1088029220700264,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x801_y1151_class0.png,0.6150011420249939,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1201_y1251_class0.png,0.7946240901947021,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x2151_y1851_class0.png,0.006450607907027006,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x951_y151_class0.png,0.07250525802373886,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1701_y451_class0.png,4.6474400733131915e-05,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1151_y801_class0.png,0.9425067901611328,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x651_y1151_class0.png,0.02076473832130432,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1051_y451_class0.png,0.21444456279277802,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1101_y1351_class0.png,0.586774468421936,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x751_y701_class0.png,0.5223163962364197,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1451_y801_class0.png,0.9678689241409302,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1901_y401_class0.png,0.09235979616641998,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x851_y901_class0.png,0.8534858822822571,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x751_y901_class0.png,0.7034985423088074,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1351_y351_class0.png,0.004573863931000233,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x551_y51_class0.png,0.10870827734470367,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1401_y1451_class0.png,0.48290538787841797,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x951_y1201_class0.png,0.9820482730865479,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1151_y251_class0.png,0.1330205351114273,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1301_y751_class0.png,0.50140380859375,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x801_y101_class0.png,0.19923008978366852,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x651_y851_class0.png,0.5234660506248474,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x651_y1501_class0.png,0.032040078192949295,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1001_y401_class0.png,0.02981654182076454,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x2201_y1601_class0.png,0.0026010938454419374,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1201_y651_class0.png,0.9330658316612244,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x2001_y451_class0.png,0.026330305263400078,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1701_y601_class0.png,0.041037436574697495,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1301_y1401_class0.png,0.750781238079071,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x551_y1101_class0.png,0.08381536602973938,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1501_y2051_class0.png,4.94715895911213e-05,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1601_y2001_class0.png,0.002917855279520154,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x951_y801_class0.png,0.48291394114494324,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1601_y751_class0.png,0.46462830901145935,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x2401_y551_class0.png,0.0005152656813152134,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x551_y901_class0.png,0.004215159919112921,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1351_y901_class0.png,0.9728566408157349,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x751_y1751_class0.png,0.0003035655536223203,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1601_y851_class0.png,0.7926247715950012,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1401_y1851_class0.png,0.00034666777355596423,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1251_y1201_class0.png,0.2769837975502014,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1751_y451_class0.png,0.0003535027790348977,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x951_y451_class0.png,0.17314834892749786,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x101_y1401_class0.png,0.007755536586046219,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1451_y1851_class0.png,0.003305078949779272,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x801_y1701_class0.png,0.00035075281630270183,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1901_y1101_class0.png,0.02178117260336876,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1801_y501_class0.png,0.031291499733924866,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x2051_y451_class0.png,0.01233610138297081,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1301_y1801_class0.png,0.00040844923933036625,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1001_y1251_class0.png,0.4119829535484314,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1251_y801_class0.png,0.47101032733917236,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x651_y601_class0.png,0.17328819632530212,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x751_y751_class0.png,0.7857198715209961,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x651_y101_class0.png,0.10795362293720245,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1051_y751_class0.png,0.9525741338729858,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x2401_y851_class0.png,0.001396671636030078,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x2001_y651_class0.png,0.0011313597206026316,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1001_y151_class0.png,0.14116297662258148,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x751_y1801_class0.png,8.750300185056403e-05,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x501_y201_class0.png,0.41728633642196655,0
/kaggle/input/breast-histopathology-images/10258/0/10258_idx5_x1051_y1151_class0.png,0.9175984263420105,0
